date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,grid_slot,value_line,account_mode,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,signal_type,entry_evidence_score,entry_evidence,industry_tags,structure_ratio,anchor_low,anchor_high,anchor_pullback_low,anchor_low_date,anchor_high_date,anchor_pullback_low_date,gap_up,volume_node_date,volume_node_confirmed_on,valid_volume_node_count
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.34,L5; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.3691,-200.0,66.84257532961831,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.68,13368.52,-3676.52,-3702.89,-27.6744,9677.31,,,,,4.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.21,L4; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.2473,-200.0,60.75,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.07,12150.0,-2458.0,-2483.77,-20.4239,9677.31,,,,,3.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.21,L6; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.2473,-200.0,60.75,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.07,12150.0,-2458.0,-2483.77,-20.4239,9677.31,,,,,5.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.21,L7; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.2388,-200.0,60.325424234980524,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,11.03,12065.08,-2373.08,-2398.81,-19.8641,9677.31,,,,,6.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.15,L8; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.1785,-200.0,57.309153023231495,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,10.73,11461.83,-1769.83,-1795.25,-15.6482,9677.31,,,,,7.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.09,L9; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.1211,-200.0,54.44369537206992,卖出,200.0,9692.0,5.0,4.85,4.85,14.69,10.44,10888.74,-1196.74,-1221.88,-11.2107,9677.31,,,,,8.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.688408,中信博,左侧价值证伪清仓,48.46,48.46,-1.97,L10; quality_score_below_70;earnings_yoy_below_10pct;mktcap_below_100; 次日开盘退出,exited,-0.034,-400.0,49.25,卖出,400.0,19384.0,5.0,9.69,9.69,24.38,14.85,19700.0,-316.0,-355.23,-1.8019,19359.62,,,,,9.0,66.84257532961831,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L1; 价值线网格第1份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,0.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L2; 价值线网格第2份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,1.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L3; 价值线网格第3份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,2.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L4; 价值线网格第4份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,3.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L5; 价值线网格第5份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,4.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L6; 价值线网格第6份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,5.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sh.600988,赤峰黄金,左侧网格买入,26.52,26.52,1.86,L7; 价值线网格第7份; gap_or_open_fill,exited,-0.0014,700.0,26.52,买入,700.0,18564.0,5.0,0.0,9.28,14.28,0.0,,,-14.28,-0.0769,-18578.28,2.0,False,True,100.0,6.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-07,sz.301498,乖宝宠物,收盘条件退出,103.47,103.47,-6.25,R29; condition stop; 14:55/close proxy,exited,-0.0517,-600.0,104.22,卖出,600.0,62082.0,5.28,31.04,31.04,67.36,36.58,62532.0,-450.0,-553.94,-0.8853,62014.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,sh.600988,赤峰黄金,左侧网格买入,25.64,25.64,1.79,L8; 价值线网格第8份; gap_or_open_fill,watch,-0.0014,700.0,25.64,买入,700.0,17948.0,5.0,0.0,8.97,13.97,0.0,,,-13.97,-0.0779,-17961.97,2.0,False,True,100.0,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-09,sz.301498,乖宝宠物,右侧买入,105.18,105.18,6.31,"R30; 浮盈加仓50%; 上涨波段75.0%拉回支撑5%区域; 共振=MA5,MA10,MA20; close_confirmed",watch,-0.0037,600.0,105.18,买入,600.0,63108.0,5.36,0.0,31.55,36.92,0.0,,,-36.92,-0.0585,-63144.92,6.3233999999999995,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+21.4%；60日强度+16.0%；120日强度+62.6%；距120日高点-12.0%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,uptrend_support_pullback,12.0,"['primary:uptrend_support_pullback+4', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.75,55.63,120.1,,2024-10-18,2025-04-24,,,,,
2025-05-12,sh.600988,赤峰黄金,左侧网格买入,24.762,24.762469181357794,1.98,L9; 价值线网格第9份; intraday_cross,watch,-0.0015,800.0,24.762469181357794,买入,800.0,19809.98,5.0,0.0,9.9,14.9,0.0,,,-14.9,-0.0752,-19824.88,2.0,False,True,100.0,8.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-13,sh.600988,赤峰黄金,左侧网格卖出,26.066,26.065757033008204,-1.98,L9; 上一格卖出; intraday_cross,active,0.1017,-800.0,24.762469181357794,卖出,800.0,20852.61,5.0,10.43,10.43,25.85,14.9,19809.98,1042.63,1001.87,5.0536,20826.75,,,,,8.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-16,sz.002595,豪迈科技,右侧买入,41.54,41.54,29.91,R31; 33未三日下行首仓; W底收盘放量突破颈线; close_confirmed,active,-0.0175,7200.0,41.54,买入,7200.0,299088.0,25.42,0.0,149.54,174.97,0.0,,,-174.97,-0.0585,-299262.97,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；基本面硬条件通过且多周期强度居前；20日强度+6.9%；60日强度+21.6%；120日强度+32.9%；距120日高点-2.5%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,w_bottom_neckline,13.0,"['primary:w_bottom_neckline+6', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-05-19,sz.002595,豪迈科技,收盘条件退出,40.92,40.92,-29.91,R31; condition stop; 14:55/close proxy,active,-0.4784,-7200.0,41.54,卖出,7200.0,294624.0,25.04,147.31,147.31,319.67,174.97,299088.0,-4464.0,-4958.63,-1.6569,294304.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22,sh.600988,赤峰黄金,左侧网格卖出,27.59,27.59,-1.79,L8; 上一格卖出; gap_or_open_fill,active,0.1341,-700.0,25.64,卖出,700.0,19313.0,5.0,9.66,9.66,24.31,13.97,17948.0,1365.0,1326.71,7.3862,19288.69,,,,,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-23,sz.002595,豪迈科技,右侧买入,42.94,42.94,29.63,R32; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0173,6900.0,42.94,买入,6900.0,296286.0,25.18,0.0,148.14,173.33,0.0,,,-173.33,-0.0585,-296459.33,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+11.5%；60日强度+25.8%；120日强度+40.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,12.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-05-26,sz.002595,豪迈科技,收盘条件退出,42.23,42.23,-29.63,R32; condition stop; 14:55/close proxy,active,-0.5215,-6900.0,42.94,卖出,6900.0,291387.0,24.77,145.69,145.69,316.15,173.33,296286.0,-4899.0,-5388.48,-1.8176,291070.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,sz.002311,海大集团,右侧买入,57.79,57.79,29.47,R33; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0172,5100.0,57.79,买入,5100.0,294729.0,25.05,0.0,147.36,172.42,0.0,,,-172.42,-0.0585,-294901.42,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；基本面硬条件通过且多周期强度居前；20日强度+12.9%；60日强度+27.2%；120日强度+31.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,9.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,trade_ready,aligned,consolidation_breakout,12.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-05-28,sz.002311,海大集团,突破次日未确认退出,57.22,57.22,-29.47,R33; 开盘未站上57.520; gap_stop,active,-0.3224,-5100.0,57.79,卖出,5100.0,291822.0,24.8,145.91,145.91,316.63,172.42,294729.0,-2907.0,-3396.04,-1.1516,291505.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29,sh.600988,赤峰黄金,左侧网格买入,25.64,25.64,1.79,L8; 价值线网格第8份; gap_or_open_fill,active,-0.0014,700.0,25.64,买入,700.0,17948.0,5.0,0.0,8.97,13.97,0.0,,,-13.97,-0.0779,-17961.97,2.0,False,True,100.0,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-05-29,sz.301550,斯菱智驱,右侧买入,49.0,49.0,29.89,R34; 33未三日下行首仓; 连阳波段一半拉回; 一半位置止损; intraday_cross,active,-0.0175,6100.0,49.0,买入,6100.0,298900.0,25.41,0.0,149.45,174.86,0.0,,,-174.86,-0.0585,-299074.86,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+53.9%；60日强度+28.0%；120日强度+187.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.49倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.49倍；多周期均量扣低走高,trade_ready,aligned,bull_run_half_pullback,10.0,"['primary:bull_run_half_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-05-30,sz.301550,斯菱智驱,统一分仓收盘止盈1份,51.07,51.07,-5.88,止盈条件=profit_floor; 14:55/close proxy,active,0.2418,-1200.0,49.0,卖出,1200.0,61284.0,5.21,30.64,30.64,66.49,34.4,58800.0,2484.0,2383.11,4.0505,61217.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30,sz.301550,斯菱智驱,右侧买入,49.67,49.67,11.92,R35; 浮盈加仓50%; 连阳波段一半拉回; 一半位置止损; intraday_cross,active,-0.007,2400.0,49.67,买入,2400.0,119208.0,10.13,0.0,59.6,69.74,0.0,,,-69.74,-0.0585,-119277.74,12.005,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+59.5%；60日强度+44.6%；120日强度+184.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.44倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.44倍；多周期均量扣低走高,trade_ready,aligned,bull_run_half_pullback,10.0,"['primary:bull_run_half_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-06-03,sh.600988,赤峰黄金,左侧网格卖出,27.438,27.437638982113903,-1.79,L8; 上一格卖出; intraday_cross,active,0.1234,-700.0,25.64,卖出,700.0,19206.35,5.0,9.6,9.6,24.21,13.97,17948.0,1258.35,1220.17,6.7931,19182.14,,,,,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-03,sz.301550,斯菱智驱,收盘条件退出,48.35,48.35,-24.01,R34; condition stop; 14:55/close proxy,active,-0.3442,-4900.0,49.0,卖出,4900.0,236915.0,20.14,118.46,118.46,257.05,140.46,240100.0,-3185.0,-3582.51,-1.4912,236657.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-03,sz.301550,斯菱智驱,收盘条件退出,48.35,48.35,-11.92,R35; condition stop; 14:55/close proxy,active,-0.3294,-2400.0,49.67,卖出,2400.0,116040.0,9.86,58.02,58.02,125.9,69.74,119208.0,-3168.0,-3363.64,-2.82,115914.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-04,sz.000719,中原传媒,右侧买入,12.61,12.61,29.89,R36; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0175,23700.0,12.61,买入,23700.0,298857.0,25.4,0.0,149.43,174.83,0.0,,,-174.83,-0.0585,-299031.83,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+6.1%；60日强度+29.1%；120日强度+26.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.15倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.15倍；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,11.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-06-05,sz.000719,中原传媒,收盘条件退出,12.56,12.56,-29.89,R36; condition stop; 14:55/close proxy,active,-0.1508,-23700.0,12.61,卖出,23700.0,297672.0,25.3,148.84,148.84,322.97,174.83,298857.0,-1185.0,-1682.81,-0.5628,297349.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05,sz.301498,乖宝宠物,右侧买入,114.26,114.26,9.14,"R37; 浮盈加仓50%; 上涨波段62.5%拉回支撑5%区域; 共振=MA5,MA10,MA20; close_confirmed",active,-0.0053,800.0,114.26,买入,800.0,91408.0,7.77,0.0,45.7,53.47,0.0,,,-53.47,-0.0585,-91461.47,9.478800000000001,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+13.2%；60日强度+32.4%；120日强度+76.3%；距120日高点-0.6%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍,11.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍,trade_ready,aligned,uptrend_support_pullback,11.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,0.625,87.0,124.59,,2025-03-06,2025-05-20,,,,,
2025-06-05,sh.603766,隆鑫通用,右侧买入,13.71,13.71,29.89,R38; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0175,21800.0,13.71,买入,21800.0,298878.0,25.4,0.0,149.44,174.84,0.0,,,-174.84,-0.0585,-299052.84,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+9.0%；60日强度+37.5%；120日强度+78.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,10.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'ma20_ma60_rising_alignment+2', 'gap_up+1']",,,,,,,,,,,,
2025-06-06,sz.301498,乖宝宠物,统一分仓收盘止盈1份,111.19,111.19,-8.43,止盈条件=volume_node_break:2025-06-04; 14:55/close proxy,active,4.8971,-1200.0,70.26,卖出,1200.0,133428.0,11.34,66.71,66.71,144.77,49.32,84312.0,49116.0,48921.91,57.9909,133283.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-09,sh.600988,赤峰黄金,左侧网格买入,26.066,26.065757033008204,1.82,L8; 价值线网格第8份; intraday_cross,active,-0.0014,700.0,26.065757033008204,买入,700.0,18246.03,5.0,0.0,9.12,14.12,0.0,,,-14.12,-0.0774,-18260.15,2.0,False,True,100.0,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-10,sz.301498,乖宝宠物,收盘条件退出,110.37,110.37,-9.14,R37; condition stop; 14:55/close proxy,active,-0.3208,-800.0,114.26,卖出,800.0,88296.0,7.51,44.15,44.15,95.8,53.47,91408.0,-3112.0,-3261.27,-3.5657,88200.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12,sh.600988,赤峰黄金,左侧网格卖出,27.438,27.437638982113903,-1.82,L8; 上一格卖出; intraday_cross,active,0.0936,-700.0,26.065757033008204,卖出,700.0,19206.35,5.0,9.6,9.6,24.21,14.12,18246.03,960.32,921.99,5.0492,19182.14,,,,,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-13,sh.600988,赤峰黄金,左侧网格卖出,28.882,28.881725244330422,-1.86,L7; 上一格卖出; intraday_cross,active,0.1628,-700.0,26.52,卖出,700.0,20217.21,5.0,10.11,10.11,25.22,14.28,18564.0,1653.21,1613.71,8.686,20191.99,,,,,6.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-13,sh.603766,隆鑫通用,收盘条件退出,13.24,13.24,-29.89,R38; condition stop; 14:55/close proxy,active,-1.0559,-21800.0,13.71,卖出,21800.0,288632.0,24.53,144.32,144.32,313.17,174.84,298878.0,-10246.0,-10734.01,-3.5893,288318.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13,sz.002487,大金重工,右侧买入,30.38,30.38,29.77,R39; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0174,9800.0,30.38,买入,9800.0,297724.0,25.31,0.0,148.86,174.17,0.0,,,-174.17,-0.0585,-297898.17,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+5.5%；60日强度+37.6%；120日强度+31.9%；距120日高点-0.4%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.37倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.37倍；多周期均量扣低走高,trade_ready,aligned,consolidation_breakout,12.0,"['primary:consolidation_breakout+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'entry_tight_to_structure+1', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,,,,,,,,,,,
2025-06-13,sz.301498,乖宝宠物,右侧买入,116.17,116.17,4.65,"R40; 浮盈加仓50%; 上涨波段62.5%拉回支撑5%区域; 共振=MA5,MA10,MA20; close_confirmed",active,-0.0028,400.0,116.17,买入,400.0,46468.0,5.0,0.0,23.23,28.23,0.0,,,-28.23,-0.0608,-46496.23,5.263200000000001,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+7.9%；60日强度+21.3%；120日强度+78.3%；距120日高点-0.8%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,9.0,"['primary:uptrend_support_pullback+4', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_extended_from_structure-2', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2']",,0.625,87.0,124.59,,2025-03-06,2025-05-20,,,,,
2025-06-19,sh.600988,赤峰黄金,左侧网格买入,27.438,27.437638982113903,1.92,L7; 价值线网格第7份; intraday_cross,active,-0.0015,700.0,27.437638982113903,买入,700.0,19206.35,5.0,0.0,9.6,14.6,0.0,,,-14.6,-0.076,-19220.95,2.0,False,True,100.0,6.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-19,sz.301498,乖宝宠物,收盘条件退出,108.81,108.81,-4.65,R40; condition stop; 14:55/close proxy,active,-0.2993,-400.0,116.17,卖出,400.0,43524.0,5.0,21.76,21.76,48.52,28.23,46468.0,-2944.0,-3020.76,-6.4968,43475.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,sh.600988,赤峰黄金,左侧网格买入,26.066,26.065757033008204,1.82,L8; 价值线网格第8份; intraday_cross,active,-0.0014,700.0,26.065757033008204,买入,700.0,18246.03,5.0,0.0,9.12,14.12,0.0,,,-14.12,-0.0774,-18260.15,2.0,False,True,100.0,7.0,30.401816046663605,left,,,,,,,,,,,,,,,,,,,,
2025-06-23,sz.301498,乖宝宠物,统一尾仓收盘退出,106.02,106.02,-10.53,止盈条件=maximum_profit_half; 14:55/close proxy,active,2.1822,-1200.0,87.72,卖出,1200.0,127224.0,10.81,63.61,63.61,138.04,61.58,105264.0,21960.0,21760.38,20.6601,127085.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,sz.002487,大金重工,收盘条件退出,30.97,30.97,-29.77,R39; entry time condition; 14:55/close proxy,exited,0.5453,-9800.0,30.38,卖出,9800.0,303506.0,25.8,151.75,151.75,329.3,174.17,297724.0,5782.0,5278.53,1.7719,303176.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,sz.300570,太辰光,右侧买入,93.91,93.91,29.11,R41; 33未三日下行首仓; 回调波段50%收盘放量向上突破; close_confirmed,exited,-0.017,3100.0,93.91,买入,3100.0,291121.0,24.75,0.0,145.56,170.31,0.0,,,-170.31,-0.0585,-291291.31,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+35.0%；60日强度+12.3%；120日强度+35.7%；距120日高点-26.3%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,pullback_50_breakout,14.0,"['primary:pullback_50_breakout+5', 'volume_confirmed+1', 'volume_expanded_1_3x+1', 'entry_within_structure_zone', 'close_above_rising_or_reclaimed_ma20+1', 'entry_near_or_reclaims_ma20+2', 'ma20_ma60_rising_alignment+2', 'large_wave_structure+2']",,0.5,33.66,129.58,53.96,2024-10-14,2025-01-23,2025-04-09,False,,,
2025-07-02,sz.300570,太辰光,收盘条件退出,91.01,91.01,-29.11,R41; condition stop; 14:55/close proxy,exited,-0.9296,-3100.0,93.91,卖出,3100.0,282131.0,23.98,141.07,141.07,306.11,170.31,291121.0,-8990.0,-9466.42,-3.2498,281824.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
